NAMES,PATHS,LABELS
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1590.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1584.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1585.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1591.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1587.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1593.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1578.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1579.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1592.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1586.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1582.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1569.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1555.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1568.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1583.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1581.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1556.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1557.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1580.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1594.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1572.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1566.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1567.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1573.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1565.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1571.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1559.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1558.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1570.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1564.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1560.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1574.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1575.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1561.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1588.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1577.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1563.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1562.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1576.png,0
Akdamar_Kilisesi_Van,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Akdamar_Kilisesi_Van/Akdamar_Kilisesi_Van1589.png,0
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1023.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1036.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1022.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1034.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1020.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1008.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1009.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1021.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1035.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1019.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1031.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1025.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1024.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1030.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1018.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1026.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1032.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1033.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1027.png,1
Alacahöyük_Müze_ve_Ören_Yeri_Çorum,/Users/okanegemen/Desktop/CulturalPlacesFindingProject/dataLast/Alacahöyük_Müze_ve_Ören_Yeri_Çorum/Alacahöyük_Müze_ve_Ören_Yeri_Çorum1002.png,1
